id,name,score1,score2
7534,student_7534,96,68
7535,student_7535,78,64
7536,student_7536,50,68
7537,student_7537,59,95
7538,student_7538,83,56
7539,student_7539,87,53
7540,student_7540,87,91
7541,student_7541,84,81
7542,student_7542,90,78
7543,student_7543,73,59
7544,student_7544,65,67
7545,student_7545,64,59
7546,student_7546,89,54
7547,student_7547,79,50
7548,student_7548,84,71
7549,student_7549,94,80
7550,student_7550,84,71
7551,student_7551,59,84
7552,student_7552,50,54
7553,student_7553,83,98
7554,student_7554,71,99
7555,student_7555,96,97
7556,student_7556,64,98
7557,student_7557,100,77
7558,student_7558,98,97
7559,student_7559,56,63
7560,student_7560,64,59
7561,student_7561,62,85
7562,student_7562,69,89
7563,student_7563,88,70
7564,student_7564,64,86
7565,student_7565,63,90
7566,student_7566,54,92
7567,student_7567,96,100
7568,student_7568,70,74
7569,student_7569,77,88
7570,student_7570,89,72
7571,student_7571,60,58
7572,student_7572,95,69
7573,student_7573,58,70
7574,student_7574,57,78
7575,student_7575,65,80
7576,student_7576,59,91
7577,student_7577,95,87
7578,student_7578,83,89
7579,student_7579,84,62
7580,student_7580,67,73
7581,student_7581,56,91
7582,student_7582,71,80
7583,student_7583,82,74
7584,student_7584,62,77
7585,student_7585,62,94
7586,student_7586,84,86
7587,student_7587,56,97
7588,student_7588,51,66
7589,student_7589,69,64
7590,student_7590,95,72
7591,student_7591,71,87
7592,student_7592,91,89
7593,student_7593,61,77
7594,student_7594,51,90
7595,student_7595,71,86
7596,student_7596,72,71
7597,student_7597,78,50
7598,student_7598,50,69
7599,student_7599,94,74
7600,student_7600,71,79
7601,student_7601,87,74
7602,student_7602,94,87
7603,student_7603,87,99
7604,student_7604,69,63
7605,student_7605,89,93
7606,student_7606,60,61
7607,student_7607,61,72
7608,student_7608,97,70
7609,student_7609,51,95
7610,student_7610,93,100
7611,student_7611,84,83
7612,student_7612,75,99
7613,student_7613,78,99
7614,student_7614,68,62
7615,student_7615,67,65
7616,student_7616,77,69
7617,student_7617,77,65
7618,student_7618,87,95
7619,student_7619,98,97
7620,student_7620,81,51
7621,student_7621,64,99
7622,student_7622,66,71
7623,student_7623,92,71
7624,student_7624,96,82
7625,student_7625,85,78
7626,student_7626,52,56
7627,student_7627,83,85
7628,student_7628,54,57
7629,student_7629,56,93
7630,student_7630,57,71
7631,student_7631,63,66
7632,student_7632,92,79
7633,student_7633,60,67
7634,student_7634,82,100
7635,student_7635,66,100
7636,student_7636,70,67
7637,student_7637,66,65
7638,student_7638,52,82
7639,student_7639,53,64
7640,student_7640,80,85
7641,student_7641,68,70
7642,student_7642,61,69
7643,student_7643,95,100
7644,student_7644,70,54
7645,student_7645,79,51
7646,student_7646,59,73
7647,student_7647,80,99
7648,student_7648,95,74
7649,student_7649,93,90
7650,student_7650,82,68
7651,student_7651,73,58
7652,student_7652,59,89
7653,student_7653,52,72
7654,student_7654,86,68
7655,student_7655,53,72
7656,student_7656,65,65
7657,student_7657,98,73
7658,student_7658,79,97
7659,student_7659,58,83
7660,student_7660,78,73
7661,student_7661,100,55
7662,student_7662,87,50
7663,student_7663,93,53
7664,student_7664,55,98
7665,student_7665,99,88
7666,student_7666,54,88
7667,student_7667,64,82
7668,student_7668,56,68
7669,student_7669,98,83
7670,student_7670,86,59
7671,student_7671,60,76
7672,student_7672,92,72
7673,student_7673,94,62
7674,student_7674,83,78
7675,student_7675,63,57
7676,student_7676,74,66
7677,student_7677,72,61
7678,student_7678,72,90
7679,student_7679,88,99
7680,student_7680,50,66
7681,student_7681,57,82
7682,student_7682,64,59
7683,student_7683,81,98
7684,student_7684,72,79
7685,student_7685,53,55
7686,student_7686,57,62
7687,student_7687,51,98
7688,student_7688,52,53
7689,student_7689,66,51
7690,student_7690,69,50
7691,student_7691,51,70
7692,student_7692,91,79
7693,student_7693,91,69
7694,student_7694,57,82
7695,student_7695,65,95
7696,student_7696,97,95
7697,student_7697,82,59
7698,student_7698,65,84
7699,student_7699,68,75
7700,student_7700,57,55
7701,student_7701,91,51
7702,student_7702,59,95
7703,student_7703,100,70
7704,student_7704,52,83
7705,student_7705,70,99
7706,student_7706,92,82
7707,student_7707,62,76
7708,student_7708,69,92
7709,student_7709,97,54
7710,student_7710,70,56
7711,student_7711,58,96
7712,student_7712,84,71
7713,student_7713,57,54
7714,student_7714,72,88
7715,student_7715,74,67
7716,student_7716,51,52
7717,student_7717,51,73
7718,student_7718,54,87
7719,student_7719,65,50
7720,student_7720,87,72
7721,student_7721,65,66
7722,student_7722,66,90
7723,student_7723,51,54
7724,student_7724,83,68
7725,student_7725,78,88
7726,student_7726,63,84
7727,student_7727,97,50
7728,student_7728,86,51
7729,student_7729,91,67
7730,student_7730,61,82
7731,student_7731,96,76
7732,student_7732,83,77
7733,student_7733,62,68
7734,student_7734,76,87
7735,student_7735,84,54
7736,student_7736,57,75
7737,student_7737,69,75
7738,student_7738,93,60
7739,student_7739,72,55
7740,student_7740,95,93
7741,student_7741,51,69
7742,student_7742,58,55
7743,student_7743,73,70
7744,student_7744,56,57
7745,student_7745,86,86
7746,student_7746,100,54
7747,student_7747,61,70
7748,student_7748,88,100
7749,student_7749,63,75
7750,student_7750,90,83
7751,student_7751,58,71
7752,student_7752,60,67
7753,student_7753,92,60
7754,student_7754,75,60
7755,student_7755,60,78
7756,student_7756,73,73
7757,student_7757,89,94
7758,student_7758,65,90
7759,student_7759,68,69
7760,student_7760,62,57
7761,student_7761,95,55
7762,student_7762,79,92
7763,student_7763,92,95
7764,student_7764,50,94
7765,student_7765,81,73
7766,student_7766,94,94
7767,student_7767,54,66
7768,student_7768,89,71
7769,student_7769,80,97
7770,student_7770,92,91
7771,student_7771,71,85
7772,student_7772,63,60
7773,student_7773,97,77
7774,student_7774,50,56
7775,student_7775,54,94
7776,student_7776,75,57
7777,student_7777,84,70
7778,student_7778,74,82
7779,student_7779,58,62
7780,student_7780,57,74
7781,student_7781,50,50
7782,student_7782,83,51
7783,student_7783,72,59
7784,student_7784,94,52
7785,student_7785,69,73
7786,student_7786,61,63
7787,student_7787,94,85
7788,student_7788,68,87
7789,student_7789,98,92
7790,student_7790,59,68
7791,student_7791,81,89
7792,student_7792,69,87
7793,student_7793,88,58
7794,student_7794,98,55
7795,student_7795,70,53
7796,student_7796,62,89
7797,student_7797,98,52
7798,student_7798,84,98
7799,student_7799,61,69
7800,student_7800,89,54
7801,student_7801,70,60
7802,student_7802,98,88
7803,student_7803,69,69
7804,student_7804,82,73
7805,student_7805,65,95
7806,student_7806,81,72
7807,student_7807,79,99
7808,student_7808,74,84
7809,student_7809,54,55
7810,student_7810,55,92
7811,student_7811,58,79
7812,student_7812,61,89
7813,student_7813,90,84
7814,student_7814,84,91
7815,student_7815,59,82
7816,student_7816,59,51
7817,student_7817,93,65
7818,student_7818,92,60
7819,student_7819,70,95
7820,student_7820,76,79
7821,student_7821,51,88
7822,student_7822,94,98
7823,student_7823,80,53
7824,student_7824,83,73
7825,student_7825,98,78
7826,student_7826,100,51
7827,student_7827,95,85
7828,student_7828,69,51
7829,student_7829,74,96
7830,student_7830,78,79
7831,student_7831,98,66
7832,student_7832,73,94
7833,student_7833,58,79
7834,student_7834,94,83
7835,student_7835,78,62
7836,student_7836,60,68
7837,student_7837,57,78
7838,student_7838,82,100
7839,student_7839,62,97
7840,student_7840,98,79
7841,student_7841,85,58
7842,student_7842,68,78
7843,student_7843,66,62
7844,student_7844,59,99
7845,student_7845,91,81
7846,student_7846,51,67
7847,student_7847,84,54
7848,student_7848,66,55
7849,student_7849,95,54
7850,student_7850,54,71
7851,student_7851,94,70
7852,student_7852,59,69
7853,student_7853,66,78
7854,student_7854,61,78
7855,student_7855,83,73
7856,student_7856,100,53
7857,student_7857,81,81
7858,student_7858,64,93
7859,student_7859,69,84
7860,student_7860,68,79
7861,student_7861,72,93
7862,student_7862,79,63
7863,student_7863,79,100
7864,student_7864,66,52
7865,student_7865,84,85
7866,student_7866,71,79
7867,student_7867,76,100
7868,student_7868,56,72
7869,student_7869,76,72
7870,student_7870,63,98
7871,student_7871,67,100
7872,student_7872,57,86
7873,student_7873,82,87
7874,student_7874,95,55
7875,student_7875,84,94
7876,student_7876,71,91
7877,student_7877,54,97
7878,student_7878,61,80
7879,student_7879,75,59
7880,student_7880,70,59
7881,student_7881,91,93
7882,student_7882,67,91
7883,student_7883,57,55
7884,student_7884,57,61
7885,student_7885,74,97
7886,student_7886,52,84
7887,student_7887,80,59
7888,student_7888,94,87
7889,student_7889,91,75
7890,student_7890,97,66
7891,student_7891,59,93
7892,student_7892,59,56
7893,student_7893,73,94
7894,student_7894,51,75
7895,student_7895,54,61
7896,student_7896,72,63
7897,student_7897,93,71
7898,student_7898,93,90
7899,student_7899,100,68
7900,student_7900,92,61
7901,student_7901,50,63
7902,student_7902,88,99
7903,student_7903,86,54
7904,student_7904,97,84
7905,student_7905,52,74
7906,student_7906,97,52
7907,student_7907,85,63
7908,student_7908,94,100
7909,student_7909,95,77
7910,student_7910,58,91
7911,student_7911,78,92
7912,student_7912,90,72
7913,student_7913,84,78
7914,student_7914,95,93
7915,student_7915,78,73
7916,student_7916,94,52
7917,student_7917,68,50
7918,student_7918,79,89
7919,student_7919,58,100
7920,student_7920,75,63
7921,student_7921,66,74
7922,student_7922,61,94
7923,student_7923,72,68
7924,student_7924,69,59
7925,student_7925,57,60
7926,student_7926,59,99
7927,student_7927,96,99
7928,student_7928,58,74
7929,student_7929,75,61
7930,student_7930,76,97
7931,student_7931,80,80
7932,student_7932,55,66
7933,student_7933,66,82
7934,student_7934,98,100
7935,student_7935,87,61
7936,student_7936,95,99
7937,student_7937,92,94
7938,student_7938,56,79
7939,student_7939,63,95
7940,student_7940,93,51
7941,student_7941,63,94
7942,student_7942,65,60
7943,student_7943,73,51
7944,student_7944,60,75
7945,student_7945,96,84
7946,student_7946,72,94
7947,student_7947,73,93
7948,student_7948,57,66
7949,student_7949,94,80
7950,student_7950,90,94
7951,student_7951,64,64
7952,student_7952,76,92
7953,student_7953,91,74
7954,student_7954,66,98
7955,student_7955,77,84
7956,student_7956,61,64
7957,student_7957,78,92
7958,student_7958,81,62
7959,student_7959,64,95
7960,student_7960,68,70
7961,student_7961,50,89
7962,student_7962,100,58
7963,student_7963,63,80
7964,student_7964,95,90
7965,student_7965,59,88
7966,student_7966,81,57
7967,student_7967,72,87
7968,student_7968,73,55
7969,student_7969,56,54
7970,student_7970,91,74
7971,student_7971,94,93
7972,student_7972,60,85
7973,student_7973,100,55
7974,student_7974,51,55
7975,student_7975,55,87
7976,student_7976,63,61
7977,student_7977,64,90
7978,student_7978,69,85
7979,student_7979,89,97
7980,student_7980,70,55
7981,student_7981,56,72
7982,student_7982,87,54
7983,student_7983,66,55
7984,student_7984,61,94
7985,student_7985,81,85
7986,student_7986,95,69
7987,student_7987,58,100
7988,student_7988,90,94
7989,student_7989,90,71
7990,student_7990,83,79
7991,student_7991,68,65
7992,student_7992,58,85
7993,student_7993,79,88
7994,student_7994,58,73
7995,student_7995,81,98
7996,student_7996,78,74
7997,student_7997,79,83
7998,student_7998,93,89
7999,student_7999,62,78
8000,student_8000,71,77
8001,student_8001,63,64
8002,student_8002,88,94
8003,student_8003,92,73
8004,student_8004,50,74
8005,student_8005,74,87
8006,student_8006,77,63
8007,student_8007,76,98
8008,student_8008,57,91
8009,student_8009,69,90
8010,student_8010,82,97
8011,student_8011,80,84
8012,student_8012,100,68
8013,student_8013,100,75
8014,student_8014,52,98
8015,student_8015,71,79
8016,student_8016,76,88
8017,student_8017,77,61
8018,student_8018,53,86
8019,student_8019,85,53
8020,student_8020,66,61
8021,student_8021,95,95
8022,student_8022,58,99
8023,student_8023,70,80
8024,student_8024,53,95
8025,student_8025,97,97
8026,student_8026,81,76
8027,student_8027,75,98
8028,student_8028,61,79
8029,student_8029,67,90
8030,student_8030,88,65
8031,student_8031,80,92
8032,student_8032,97,65
8033,student_8033,82,50
8034,student_8034,99,100
8035,student_8035,85,72
8036,student_8036,71,82
8037,student_8037,100,70
8038,student_8038,86,97
8039,student_8039,72,54
8040,student_8040,54,100
8041,student_8041,62,78
8042,student_8042,69,52
8043,student_8043,59,88
8044,student_8044,76,52
8045,student_8045,58,97
8046,student_8046,97,89
8047,student_8047,84,57
8048,student_8048,72,74
8049,student_8049,63,78
8050,student_8050,55,76
8051,student_8051,89,78
8052,student_8052,74,93
8053,student_8053,92,90
8054,student_8054,50,91
8055,student_8055,73,87
8056,student_8056,89,100
8057,student_8057,53,54
8058,student_8058,64,56
8059,student_8059,76,54
8060,student_8060,51,69
8061,student_8061,69,98
8062,student_8062,79,65
8063,student_8063,95,50
8064,student_8064,77,89
8065,student_8065,69,76
8066,student_8066,57,74
8067,student_8067,86,85
8068,student_8068,96,88
8069,student_8069,68,78
8070,student_8070,73,92
8071,student_8071,78,58
8072,student_8072,100,60
8073,student_8073,80,59
8074,student_8074,82,75
8075,student_8075,62,94
8076,student_8076,94,69
8077,student_8077,73,52
8078,student_8078,87,87
8079,student_8079,54,70
8080,student_8080,56,50
8081,student_8081,68,92
8082,student_8082,100,92
8083,student_8083,68,88
8084,student_8084,74,87
8085,student_8085,56,58
8086,student_8086,82,94
8087,student_8087,85,75
8088,student_8088,64,62
8089,student_8089,59,70
8090,student_8090,71,96
8091,student_8091,64,69
8092,student_8092,63,77
8093,student_8093,80,99
8094,student_8094,95,88
8095,student_8095,60,73
8096,student_8096,96,71
8097,student_8097,67,90
8098,student_8098,97,61
8099,student_8099,70,74
8100,student_8100,85,77
8101,student_8101,55,55
8102,student_8102,63,59
8103,student_8103,78,86
8104,student_8104,70,92
8105,student_8105,68,53
8106,student_8106,80,75
8107,student_8107,53,98
8108,student_8108,94,66
8109,student_8109,81,80
8110,student_8110,63,89
8111,student_8111,65,61
8112,student_8112,77,67
8113,student_8113,77,68
8114,student_8114,78,57
8115,student_8115,72,86
8116,student_8116,83,81
8117,student_8117,86,85
8118,student_8118,91,74
8119,student_8119,99,67
8120,student_8120,78,66
8121,student_8121,85,94
8122,student_8122,98,80
8123,student_8123,62,87
8124,student_8124,82,75
8125,student_8125,51,80
8126,student_8126,91,59
8127,student_8127,69,76
8128,student_8128,55,96
8129,student_8129,62,78
8130,student_8130,78,95
8131,student_8131,77,60
8132,student_8132,87,81
8133,student_8133,57,94
8134,student_8134,81,67
8135,student_8135,80,70
8136,student_8136,61,64
8137,student_8137,75,60
8138,student_8138,85,52
8139,student_8139,65,75
8140,student_8140,92,83
8141,student_8141,95,89
8142,student_8142,58,70
8143,student_8143,65,95
8144,student_8144,100,93
8145,student_8145,78,75
8146,student_8146,61,74
8147,student_8147,54,96
8148,student_8148,98,51
8149,student_8149,57,82
8150,student_8150,72,59
8151,student_8151,50,95
8152,student_8152,87,57
8153,student_8153,56,78
8154,student_8154,92,96
8155,student_8155,82,58
8156,student_8156,93,92
8157,student_8157,57,56
8158,student_8158,85,97
8159,student_8159,67,51
8160,student_8160,77,91
8161,student_8161,89,65
8162,student_8162,74,91
8163,student_8163,87,100
8164,student_8164,88,87
8165,student_8165,97,79
8166,student_8166,75,70
8167,student_8167,97,96
8168,student_8168,57,67
8169,student_8169,76,62
8170,student_8170,95,96
8171,student_8171,64,53
8172,student_8172,93,60
8173,student_8173,87,59
8174,student_8174,89,65
8175,student_8175,89,50
8176,student_8176,64,50
8177,student_8177,96,76
8178,student_8178,60,92
8179,student_8179,76,78
8180,student_8180,88,96
8181,student_8181,96,80
8182,student_8182,78,81
8183,student_8183,52,52
8184,student_8184,52,81
8185,student_8185,65,93
8186,student_8186,96,54
8187,student_8187,79,53
8188,student_8188,59,91
8189,student_8189,95,72
8190,student_8190,81,66
8191,student_8191,81,55
8192,student_8192,53,80
8193,student_8193,53,61
8194,student_8194,65,57
8195,student_8195,100,90
8196,student_8196,63,57
8197,student_8197,66,55
8198,student_8198,55,64
8199,student_8199,60,65
8200,student_8200,62,74
8201,student_8201,99,56
8202,student_8202,78,71
8203,student_8203,59,50
8204,student_8204,72,70
8205,student_8205,95,56
8206,student_8206,59,99
8207,student_8207,75,86
8208,student_8208,94,60
8209,student_8209,89,51
8210,student_8210,63,56
8211,student_8211,87,89
8212,student_8212,53,90
8213,student_8213,60,63
8214,student_8214,100,53
8215,student_8215,92,68
8216,student_8216,83,64
8217,student_8217,58,89
8218,student_8218,60,54
8219,student_8219,76,77
8220,student_8220,94,65
8221,student_8221,66,60
8222,student_8222,76,64
8223,student_8223,79,99
8224,student_8224,96,56
8225,student_8225,85,71
8226,student_8226,78,78
8227,student_8227,56,87
8228,student_8228,65,92
8229,student_8229,92,63
8230,student_8230,100,72
8231,student_8231,79,100
8232,student_8232,77,56
8233,student_8233,90,78
8234,student_8234,80,50
8235,student_8235,54,59
8236,student_8236,100,98
8237,student_8237,90,53
8238,student_8238,73,62
8239,student_8239,87,62
8240,student_8240,96,98
8241,student_8241,78,93
8242,student_8242,65,92
8243,student_8243,61,83
8244,student_8244,69,84
8245,student_8245,60,93
8246,student_8246,86,93
8247,student_8247,58,65
8248,student_8248,78,79
8249,student_8249,61,67
8250,student_8250,53,76
8251,student_8251,50,71
8252,student_8252,68,85
8253,student_8253,77,71
8254,student_8254,54,87
8255,student_8255,67,96
8256,student_8256,94,71
8257,student_8257,65,74
8258,student_8258,72,70
8259,student_8259,86,53
8260,student_8260,74,57
8261,student_8261,66,67
8262,student_8262,92,62
8263,student_8263,75,76
8264,student_8264,54,61
8265,student_8265,61,67
8266,student_8266,96,83
8267,student_8267,60,51
8268,student_8268,77,81
8269,student_8269,50,52
8270,student_8270,71,66
8271,student_8271,86,58
8272,student_8272,91,62
8273,student_8273,82,91
8274,student_8274,86,79
8275,student_8275,70,52
8276,student_8276,92,52
8277,student_8277,90,83
8278,student_8278,68,75
8279,student_8279,56,85
8280,student_8280,74,63
8281,student_8281,89,76
8282,student_8282,72,90
8283,student_8283,94,76
8284,student_8284,74,68
8285,student_8285,88,65
8286,student_8286,83,86
8287,student_8287,94,98
8288,student_8288,55,73
8289,student_8289,74,92
8290,student_8290,54,84
8291,student_8291,53,96
8292,student_8292,60,52
8293,student_8293,51,74
8294,student_8294,62,94
8295,student_8295,65,91
8296,student_8296,77,54
8297,student_8297,72,54
8298,student_8298,65,93
8299,student_8299,91,90
8300,student_8300,78,65
8301,student_8301,67,83
8302,student_8302,54,69
8303,student_8303,90,90
8304,student_8304,98,63
8305,student_8305,62,78
8306,student_8306,60,60
8307,student_8307,87,62
8308,student_8308,69,90
8309,student_8309,86,74
8310,student_8310,54,95
8311,student_8311,99,75
8312,student_8312,85,86
8313,student_8313,71,97
8314,student_8314,58,60
8315,student_8315,79,65
8316,student_8316,58,56
8317,student_8317,98,88
8318,student_8318,68,57
8319,student_8319,97,98
8320,student_8320,53,67
8321,student_8321,77,60
8322,student_8322,67,93
8323,student_8323,97,50
8324,student_8324,83,60
8325,student_8325,80,72
8326,student_8326,76,71
8327,student_8327,84,64
8328,student_8328,65,87
8329,student_8329,72,93
8330,student_8330,94,76
8331,student_8331,81,69
8332,student_8332,86,83
8333,student_8333,51,55
8334,student_8334,79,55
8335,student_8335,60,77
8336,student_8336,54,70
8337,student_8337,99,80
8338,student_8338,95,84
8339,student_8339,99,82
8340,student_8340,91,76
8341,student_8341,72,52
8342,student_8342,51,53
8343,student_8343,69,56
8344,student_8344,100,67
8345,student_8345,83,88
8346,student_8346,58,99
8347,student_8347,51,85
8348,student_8348,80,86
8349,student_8349,82,96
8350,student_8350,63,65
8351,student_8351,72,89
8352,student_8352,68,56
8353,student_8353,66,74
8354,student_8354,80,56
8355,student_8355,71,95
8356,student_8356,89,57
8357,student_8357,64,68
8358,student_8358,69,84
8359,student_8359,61,62
8360,student_8360,57,96
8361,student_8361,85,64
8362,student_8362,53,90
8363,student_8363,74,80
8364,student_8364,72,62
8365,student_8365,95,99
8366,student_8366,93,60
8367,student_8367,54,63
8368,student_8368,70,67
8369,student_8369,99,98
8370,student_8370,72,91
8371,student_8371,88,50
8372,student_8372,86,73
8373,student_8373,88,58
8374,student_8374,100,76
8375,student_8375,70,91
8376,student_8376,77,80
8377,student_8377,86,50
8378,student_8378,98,86
8379,student_8379,58,51
8380,student_8380,82,86
8381,student_8381,60,90
8382,student_8382,50,61
8383,student_8383,80,76
8384,student_8384,51,84
8385,student_8385,60,90
8386,student_8386,56,59
8387,student_8387,54,54
8388,student_8388,72,55
8389,student_8389,90,68
8390,student_8390,100,67
8391,student_8391,63,63
8392,student_8392,50,79
8393,student_8393,62,95
8394,student_8394,69,95
8395,student_8395,94,96
8396,student_8396,99,71
8397,student_8397,70,69
8398,student_8398,55,76
8399,student_8399,58,58
8400,student_8400,61,74
8401,student_8401,58,73
8402,student_8402,94,61
8403,student_8403,87,69
8404,student_8404,58,65
8405,student_8405,97,75
8406,student_8406,96,70
8407,student_8407,52,97
8408,student_8408,53,88
8409,student_8409,78,74
8410,student_8410,63,97
8411,student_8411,75,98
8412,student_8412,80,68
8413,student_8413,84,58
8414,student_8414,55,57
8415,student_8415,63,67
8416,student_8416,69,56
8417,student_8417,99,80
8418,student_8418,95,59
8419,student_8419,91,53
8420,student_8420,77,56
8421,student_8421,84,76
8422,student_8422,58,78
8423,student_8423,86,78
8424,student_8424,90,84
8425,student_8425,77,87
8426,student_8426,59,70
8427,student_8427,72,71
8428,student_8428,68,76
8429,student_8429,94,89
8430,student_8430,62,70
8431,student_8431,57,60
8432,student_8432,99,85
8433,student_8433,56,88
8434,student_8434,93,80
8435,student_8435,68,91
8436,student_8436,55,74
8437,student_8437,65,60
8438,student_8438,83,81
8439,student_8439,66,74
8440,student_8440,71,84
8441,student_8441,60,62
8442,student_8442,54,50
8443,student_8443,55,67
8444,student_8444,80,100
8445,student_8445,87,84
8446,student_8446,79,66
8447,student_8447,79,80
8448,student_8448,51,73
8449,student_8449,80,79
8450,student_8450,81,83
8451,student_8451,71,51
8452,student_8452,56,100
8453,student_8453,70,98
8454,student_8454,71,57
8455,student_8455,89,72
8456,student_8456,58,66
8457,student_8457,68,97
8458,student_8458,88,80
8459,student_8459,64,84
8460,student_8460,90,79
8461,student_8461,73,89
8462,student_8462,72,72
8463,student_8463,82,91
8464,student_8464,79,76
8465,student_8465,79,74
8466,student_8466,65,74
8467,student_8467,86,95
8468,student_8468,97,75
8469,student_8469,63,75
8470,student_8470,80,84
8471,student_8471,61,53
8472,student_8472,87,100
8473,student_8473,65,69
8474,student_8474,59,93
8475,student_8475,68,94
8476,student_8476,96,65
8477,student_8477,89,81
8478,student_8478,64,53
8479,student_8479,69,100
8480,student_8480,68,66
8481,student_8481,65,85
8482,student_8482,69,52
8483,student_8483,51,56
8484,student_8484,61,63
8485,student_8485,98,62
8486,student_8486,65,69
8487,student_8487,75,52
8488,student_8488,73,54
8489,student_8489,88,53
8490,student_8490,69,95
8491,student_8491,63,83
8492,student_8492,56,64
8493,student_8493,87,79
8494,student_8494,73,63
8495,student_8495,54,86
8496,student_8496,97,61
8497,student_8497,95,96
8498,student_8498,71,67
8499,student_8499,90,60
8500,student_8500,68,58
8501,student_8501,85,75
8502,student_8502,67,73
8503,student_8503,91,72
8504,student_8504,86,98
8505,student_8505,78,56
8506,student_8506,87,61
8507,student_8507,55,70
8508,student_8508,63,91
8509,student_8509,62,75
8510,student_8510,61,71
8511,student_8511,72,99
8512,student_8512,57,97
8513,student_8513,96,88
8514,student_8514,57,85
8515,student_8515,57,85
8516,student_8516,76,72
8517,student_8517,57,50
8518,student_8518,85,90
8519,student_8519,60,67
8520,student_8520,52,64
8521,student_8521,87,53
8522,student_8522,87,88
8523,student_8523,72,65
8524,student_8524,53,89
8525,student_8525,55,61
8526,student_8526,68,52
8527,student_8527,66,76
8528,student_8528,95,97
8529,student_8529,51,100
8530,student_8530,80,82
8531,student_8531,79,82
8532,student_8532,67,77
8533,student_8533,69,97
8534,student_8534,51,86
8535,student_8535,96,82
8536,student_8536,70,63
8537,student_8537,51,58
8538,student_8538,84,50
8539,student_8539,94,81
8540,student_8540,69,71
8541,student_8541,93,81
8542,student_8542,61,94
8543,student_8543,57,51
8544,student_8544,69,93
8545,student_8545,99,90
8546,student_8546,92,66
8547,student_8547,65,71
8548,student_8548,95,100
8549,student_8549,53,53
8550,student_8550,81,70
8551,student_8551,98,78
8552,student_8552,50,70
8553,student_8553,98,73
8554,student_8554,67,59
8555,student_8555,86,59
8556,student_8556,63,86
8557,student_8557,80,89
8558,student_8558,73,78
8559,student_8559,62,61
8560,student_8560,70,57
8561,student_8561,72,58
8562,student_8562,55,52
8563,student_8563,66,97
8564,student_8564,71,99
8565,student_8565,65,90
8566,student_8566,53,86
8567,student_8567,79,91
8568,student_8568,54,95
8569,student_8569,61,100
8570,student_8570,86,78
8571,student_8571,70,100
8572,student_8572,53,52
8573,student_8573,66,51
8574,student_8574,77,58
8575,student_8575,89,95
8576,student_8576,92,51
8577,student_8577,93,100
8578,student_8578,85,62
8579,student_8579,91,86
8580,student_8580,54,66
8581,student_8581,73,57
8582,student_8582,74,68
8583,student_8583,85,85
8584,student_8584,77,57
8585,student_8585,51,63
8586,student_8586,85,58
8587,student_8587,71,85
8588,student_8588,65,63
8589,student_8589,95,55
8590,student_8590,91,93
8591,student_8591,76,82
8592,student_8592,87,99
8593,student_8593,92,50
8594,student_8594,82,76
8595,student_8595,63,63
8596,student_8596,80,85
8597,student_8597,96,54
8598,student_8598,93,78
8599,student_8599,60,99
8600,student_8600,69,51
8601,student_8601,97,99
8602,student_8602,90,94
8603,student_8603,94,70
8604,student_8604,91,91
8605,student_8605,70,95
8606,student_8606,69,91
8607,student_8607,77,62
8608,student_8608,58,81
8609,student_8609,60,79
8610,student_8610,53,61
8611,student_8611,50,77
8612,student_8612,68,99
8613,student_8613,88,57
8614,student_8614,60,66
8615,student_8615,76,100
8616,student_8616,78,55
8617,student_8617,56,89
8618,student_8618,91,86
8619,student_8619,82,100
8620,student_8620,94,65
8621,student_8621,88,96
8622,student_8622,90,79
8623,student_8623,82,84
8624,student_8624,60,88
8625,student_8625,63,87
8626,student_8626,57,73
8627,student_8627,77,50
8628,student_8628,64,54
8629,student_8629,99,52
8630,student_8630,79,61
8631,student_8631,83,52
8632,student_8632,78,55
8633,student_8633,84,52
8634,student_8634,58,57
8635,student_8635,66,84
8636,student_8636,64,94
8637,student_8637,76,59
8638,student_8638,65,59
8639,student_8639,88,99
8640,student_8640,78,62
8641,student_8641,78,84
8642,student_8642,58,68
8643,student_8643,98,64
8644,student_8644,59,57
8645,student_8645,83,78
8646,student_8646,88,80
8647,student_8647,62,62
8648,student_8648,71,67
8649,student_8649,76,89
8650,student_8650,86,81
8651,student_8651,86,57
8652,student_8652,73,50
8653,student_8653,98,64
8654,student_8654,94,82
8655,student_8655,80,90
8656,student_8656,83,51
8657,student_8657,96,56
8658,student_8658,92,54
8659,student_8659,80,90
8660,student_8660,54,53
8661,student_8661,78,66
8662,student_8662,68,75
8663,student_8663,76,71
8664,student_8664,84,98
8665,student_8665,59,84
8666,student_8666,85,76
8667,student_8667,82,97
8668,student_8668,69,71
8669,student_8669,67,96
8670,student_8670,74,100
8671,student_8671,100,90
8672,student_8672,65,84
8673,student_8673,56,90
8674,student_8674,72,97
8675,student_8675,99,100
8676,student_8676,51,86
8677,student_8677,95,66
8678,student_8678,77,80
8679,student_8679,54,90
8680,student_8680,85,72
8681,student_8681,86,88
8682,student_8682,55,82
8683,student_8683,75,76
8684,student_8684,77,57
8685,student_8685,67,85
8686,student_8686,68,52
8687,student_8687,97,69
8688,student_8688,54,65
8689,student_8689,97,62
8690,student_8690,74,76
8691,student_8691,89,56
8692,student_8692,80,90
8693,student_8693,75,59
8694,student_8694,93,85
8695,student_8695,84,70
8696,student_8696,94,97
8697,student_8697,74,78
8698,student_8698,70,58
